sep=;
Series;Time;Value
cadvisor;2017-03-07T00:51:19.000Z;26345472
cadvisor;2017-03-07T00:51:29.000Z;26382336
cadvisor;2017-03-07T00:51:39.000Z;26374144
cadvisor;2017-03-07T00:51:49.000Z;26501120
cadvisor;2017-03-07T00:51:59.000Z;26402816
cadvisor;2017-03-07T00:52:09.000Z;26345472
cadvisor;2017-03-07T00:52:19.000Z;26337280
cadvisor;2017-03-07T00:52:29.000Z;26382336
cadvisor;2017-03-07T00:52:39.000Z;27656192
cadvisor;2017-03-07T00:52:49.000Z;27648000
cadvisor;2017-03-07T00:52:59.000Z;27463680
cadvisor;2017-03-07T00:53:09.000Z;27414528
cadvisor;2017-03-07T00:53:19.000Z;27398144
cadvisor;2017-03-07T00:53:29.000Z;27451392
cadvisor;2017-03-07T00:53:39.000Z;27439104
cadvisor;2017-03-07T00:53:49.000Z;27533312
cadvisor;2017-03-07T00:53:59.000Z;27447296
cadvisor;2017-03-07T00:54:09.000Z;27406336
cadvisor;2017-03-07T00:54:19.000Z;27410432
cadvisor;2017-03-07T00:54:29.000Z;27418624
cadvisor;2017-03-07T00:54:39.000Z;27451392
cadvisor;2017-03-07T00:54:49.000Z;27598848
cadvisor;2017-03-07T00:54:59.000Z;27463680
cadvisor;2017-03-07T00:55:09.000Z;27414528
cadvisor;2017-03-07T00:55:19.000Z;27418624
cadvisor;2017-03-07T00:55:29.000Z;27451392
cadvisor;2017-03-07T00:55:39.000Z;27435008
cadvisor;2017-03-07T00:55:49.000Z;27586560
cadvisor;2017-03-07T00:55:59.000Z;27484160
cadvisor;2017-03-07T00:56:09.000Z;27422720
cadvisor;2017-03-07T00:56:19.000Z;27410432
cadvisor;2017-03-07T00:56:29.000Z;27410432
cadvisor;2017-03-07T00:56:39.000Z;27451392
cadvisor;2017-03-07T00:56:49.000Z;27627520
cadvisor;2017-03-07T00:56:59.000Z;27533312
cadvisor;2017-03-07T00:57:09.000Z;27451392
cadvisor;2017-03-07T00:57:19.000Z;27430912
cadvisor;2017-03-07T00:57:29.000Z;27459584
cadvisor;2017-03-07T00:57:39.000Z;27439104
cadvisor;2017-03-07T00:57:49.000Z;27348992
cadvisor;2017-03-07T00:57:59.000Z;27176960
cadvisor;2017-03-07T00:58:09.000Z;27131904
cadvisor;2017-03-07T00:58:19.000Z;27127808
cadvisor;2017-03-07T00:58:29.000Z;27119616
cadvisor;2017-03-07T00:58:39.000Z;27172864
cadvisor;2017-03-07T00:58:49.000Z;27361280
cadvisor;2017-03-07T00:58:59.000Z;27246592
cadvisor;2017-03-07T00:59:09.000Z;27140096
cadvisor;2017-03-07T00:59:19.000Z;27131904
cadvisor;2017-03-07T00:59:29.000Z;27176960
cadvisor;2017-03-07T00:59:39.000Z;27168768
cadvisor;2017-03-07T00:59:49.000Z;27312128
cadvisor;2017-03-07T00:59:59.000Z;27213824
cadvisor;2017-03-07T01:00:09.000Z;27140096
cadvisor;2017-03-07T01:00:19.000Z;27140096
cadvisor;2017-03-07T01:00:29.000Z;27185152
cadvisor;2017-03-07T01:00:39.000Z;27152384
cadvisor;2017-03-07T01:00:49.000Z;27340800
cadvisor;2017-03-07T01:00:59.000Z;27189248
cadvisor;2017-03-07T01:01:09.000Z;27160576
cadvisor;2017-03-07T01:01:19.000Z;27136000
cadvisor;2017-03-07T01:01:29.000Z;27136000
cadvisor;2017-03-07T01:01:39.000Z;27164672
cadvisor;2017-03-07T01:01:49.000Z;27283456
cadvisor;2017-03-07T01:01:59.000Z;27222016
cadvisor;2017-03-07T01:02:09.000Z;27197440
cadvisor;2017-03-07T01:02:19.000Z;27160576
cadvisor;2017-03-07T01:02:29.000Z;27205632
cadvisor;2017-03-07T01:02:39.000Z;27189248
cadvisor;2017-03-07T01:02:49.000Z;25878528
cadvisor;2017-03-07T01:02:59.000Z;25796608
cadvisor;2017-03-07T01:03:09.000Z;25731072
cadvisor;2017-03-07T01:03:19.000Z;25702400
cadvisor;2017-03-07T01:03:29.000Z;25706496
cadvisor;2017-03-07T01:03:39.000Z;25726976
cadvisor;2017-03-07T01:03:49.000Z;25899008
